label4,realdata,WT1,WT2,WT3,KO1,KO2,KO3,realcv,cvKO,cvWT,Max CV,Min CV,1/Max CV,1/Min CV
MSTRG.364.1,-0.107295602,377.0888113,357.2966997,393.720868,389.0806859,322.4690782,335.7014205,0.10102043,0.048492545,0.10102043,0.10102043,0.048492545,9.898987761,20.6217267
MSTRG.3643.1,-0.29050179,352.2258127,303.7977286,307.3695549,233.6391374,284.8155032,269.2325393,0.099908075,0.084040541,0.099908075,0.099908075,0.084040541,10.00920098,11.89901912
MSTRG.3648.1,-0.262757003,179.0135895,187.2463988,214.8502909,180.235906,156.4071577,147.708625,0.104303888,0.096904053,0.104303888,0.104303888,0.096904053,9.58737031,10.31948576
MSTRG.3651.1,-0.020951763,987.8898089,986.8649486,1041.355716,856.3589606,980.9239025,1135.342204,0.141044609,0.031002134,0.141044609,0.141044609,0.031002134,7.089955505,32.25584427
MSTRG.3656.1,-0.274600142,155.8081242,209.2191904,122.3310269,104.8992045,158.3381103,139.6517909,0.269761653,0.269761653,0.201933898,0.269761653,0.201933898,3.706976101,4.952115569
MSTRG.3664.1,-0.069418718,90244.39706,91631.31804,80483.53577,84657.47257,83666.24365,81710.39716,0.069471663,0.069471663,0.01799296,0.069471663,0.01799296,14.39435824,55.57729234
MSTRG.3669.1,0.047542054,1258.067726,1130.165764,1548.155685,1278.816666,1282.152503,1507.299378,0.163226979,0.163226979,0.096573421,0.163226979,0.096573421,6.126438198,10.35481595
MSTRG.367.1,-0.171944183,181.4998894,159.5415745,148.0308224,175.4677603,112.960725,145.6944165,0.216057703,0.104304422,0.216057703,0.216057703,0.104304422,4.628393179,9.587321222
MSTRG.3670.1,0.115490665,345.5956798,314.3064551,329.985375,366.1935867,376.53575,329.6587949,0.068896413,0.047413342,0.068896413,0.068896413,0.047413342,14.51454383,21.09110993
MSTRG.3674.1,0.153015125,1063.307571,1024.123161,1172.93867,1175.82472,1298.565599,1150.78447,0.070976679,0.070976679,0.065450839,0.070976679,0.065450839,14.0891348,15.27864304
MSTRG.3680.1,-0.459698778,227.91082,256.0307901,309.4255386,160.2096942,208.5428769,208.1348807,0.156567899,0.156567899,0.144507285,0.156567899,0.144507285,6.387005291,6.920066343
MSTRG.3685.1,0.651597354,19.06163222,25.79414677,48.31561566,50.542344,58.8940532,36.92715626,0.493306246,0.493306246,0.227270692,0.493306246,0.227270692,2.027138329,4.400039397
MSTRG.3692.1,0.176157927,69.61639593,75.47176276,55.51155842,74.3830723,81.10000769,71.16870115,0.15344426,0.15344426,0.067074892,0.15344426,0.067074892,6.517024475,14.90870825
MSTRG.3696.1,0.011131773,623.2324969,651.5410406,581.8433716,568.3629627,690.3155416,612.319391,0.099032157,0.056639816,0.099032157,0.099032157,0.056639816,10.09773015,17.65542452
MSTRG.3699.1,-0.010719794,683.73246,727.0128033,710.3423494,663.7258759,697.0738756,744.5857507,0.057903168,0.030875048,0.057903168,0.057903168,0.030875048,17.27021221,32.38861326
MSTRG.3700.1,-0.468822152,70.44516255,82.15913415,47.28762384,29.5625031,53.10119551,61.76906137,0.346160836,0.266333071,0.346160836,0.346160836,0.266333071,2.888830556,3.754697066
MSTRG.3706.1,-0.259134658,159.1231907,111.774636,149.0588143,102.0383171,98.47858077,150.3942364,0.247930979,0.178191457,0.247930979,0.247930979,0.178191457,4.033380601,5.611941303
MSTRG.3709.1,-0.061285434,2806.203769,2432.292506,2819.781569,2713.074881,2684.98954,2325.068038,0.084045367,0.081866932,0.084045367,0.084045367,0.081866932,11.89833578,12.21494413
MSTRG.3713.1,0.703360921,13.26026589,6.687371384,28.78377103,32.42339049,32.82619359,14.09945966,0.698501086,0.698501086,0.404447282,0.698501086,0.404447282,1.431637001,2.472510124
MSTRG.3715.1,-0.024194748,393.6641436,409.840332,390.6368926,335.6774545,427.7059929,410.8985387,0.125200057,0.025938565,0.125200057,0.125200057,0.025938565,7.987216811,38.55263368
MSTRG.3717.1,0.07352904,93.65062786,87.89116676,91.49127221,97.27017148,92.68572307,97.35341195,0.03196986,0.03196986,0.027891748,0.03196986,0.027891748,31.27946175,35.85289834
MSTRG.372.1,0.249369287,146.6916914,181.5143661,180.9265608,199.3084886,201.7845429,204.1064637,0.117478402,0.117478402,0.01189393,0.117478402,0.01189393,8.512202918,84.0764997
MSTRG.3720.1,-0.136600127,300.8422824,343.9219569,515.0239031,327.0947923,339.8476513,388.0708421,0.293040631,0.293040631,0.091453481,0.293040631,0.091453481,3.412496066,10.9345209
MSTRG.3727.1,-0.155254767,57.18489666,57.32032615,62.70750117,56.26411879,51.17024295,51.69801876,0.053327603,0.053327603,0.052806091,0.053327603,0.052806091,18.75201463,18.93720919
MSTRG.3732.1,-0.177713379,241.1710859,307.6190837,360.8251297,242.2217996,264.5405013,297.4314586,0.197717716,0.197717716,0.103605727,0.197717716,0.103605727,5.057715708,9.651976089
MSTRG.3745.1,-0.531140779,63.8150296,55.40964861,64.76348482,28.60887396,46.34286154,52.3694216,0.291034944,0.083948846,0.291034944,0.291034944,0.083948846,3.436013508,11.91201603
MSTRG.3755.1,-0.220241576,41.43833091,70.69506892,96.63123132,48.63508574,78.20357884,52.3694216,0.39680706,0.39680706,0.269552422,0.39680706,0.269552422,2.52011645,3.709853513
MSTRG.3757.1,-0.000288042,676.2735605,658.228412,668.1946846,668.4940216,660.3857769,673.4170495,0.013540258,0.013540258,0.009858972,0.013540258,0.009858972,73.85383499,101.4304514
MSTRG.3763.1,0.127357705,36.4657312,20.06211415,34.95172197,27.65524483,21.2404782,51.02661592,0.470671421,0.297287322,0.470671421,0.470671421,0.297287322,2.124624431,3.363749229
MSTRG.3769.1,0.53300055,184.8149559,201.5764803,159.3387325,301.3468057,276.1262167,212.1632978,0.174660942,0.116915935,0.174660942,0.174660942,0.116915935,5.725378478,8.553154001
MSTRG.3773.1,-0.148159678,368.8011451,300.9317123,365.9650888,300.3931766,356.2607481,277.9607762,0.129429411,0.111205975,0.129429411,0.129429411,0.111205975,7.726219207,8.992322617
MSTRG.3775.1,0.015157678,414.3833091,526.3916618,641.4668973,604.6008698,498.1857615,496.1666995,0.215286767,0.215286767,0.116382121,0.215286767,0.116382121,4.644967324,8.592385083
MSTRG.3778.1,-0.313394474,297.5272159,212.0852068,294.0056612,243.1754287,178.6131122,224.9199517,0.180479226,0.180479226,0.154387902,0.180479226,0.154387902,5.540803889,6.477191463
MSTRG.3779.1,0.015009583,419.3559088,505.3742089,520.1638622,565.5020753,439.2917083,455.2111262,0.141234772,0.113025661,0.141234772,0.141234772,0.113025661,7.080409353,8.847548335
MSTRG.378.1,-0.0764901,62.98626298,77.3824403,103.8271741,72.47581404,85.9273891,73.18290967,0.254482718,0.254482718,0.098068181,0.254482718,0.098068181,3.929539918,10.19698731
MSTRG.3781.1,-0.019991289,767.4378885,704.0846729,713.4263248,711.4073326,725.0726878,718.4010399,0.046958642,0.046958642,0.009513254,0.046958642,0.009513254,21.29533475,105.1165069
MSTRG.3782.1,-0.215535323,8607.570097,8585.629519,8685.502909,7348.666092,7395.54832,7543.210919,0.013666432,0.006084633,0.013666432,0.013666432,0.006084633,73.171988,164.3484512
MSTRG.3788.1,-0.011249547,386.2052441,411.7510095,501.6600094,401.4778646,448.9464711,439.097458,0.139988535,0.139988535,0.058281213,0.139988535,0.058281213,7.14344214,17.15818774
MSTRG.3789.1,0.356511362,28.17806502,12.419404,14.39188552,25.74798657,23.17143077,21.48489091,0.46840123,0.46840123,0.091484865,0.46840123,0.091484865,2.134921804,10.93076981
MSTRG.3793.1,0.053616936,930.7049122,958.2047855,1110.231168,951.7218738,1041.748908,1119.228536,0.096721322,0.096721322,0.080796386,0.096721322,0.080796386,10.33898193,12.37679122
MSTRG.3797.1,0.325133793,39.78079767,37.258212,57.56754206,55.31048966,65.65238718,47.66960171,0.246707503,0.246707503,0.160558697,0.246707503,0.160558697,4.053383006,6.228251853
MSTRG.3804.1,0.009524544,382.061411,283.7356144,399.888819,336.6310836,375.5702737,360.5433256,0.176092529,0.176092529,0.05491845,0.176092529,0.05491845,5.678832644,18.20881701
MSTRG.381.1,-0.122254874,82.87666182,109.8639585,102.7991823,70.56855578,119.719059,81.23974376,0.285641088,0.142060386,0.285641088,0.285641088,0.142060386,3.500896905,7.039260068
MSTRG.3816.1,0.356182509,58.84242989,32.48151815,22.6158201,51.49597313,54.06667179,40.28417046,0.493122437,0.493122437,0.150750533,0.493122437,0.150750533,2.027893935,6.63347571
MSTRG.3821.1,-0.00079946,648.9242621,534.034372,665.1107092,645.6069224,499.1512378,702.2873717,0.170253931,0.116008775,0.170253931,0.170253931,0.116008775,5.873579509,8.620037606
MSTRG.3825.1,-0.676307869,1449.512815,1286.841322,335.1253341,1437.119102,315.7107442,169.1935159,1.082641652,0.587944391,1.082641652,1.082641652,0.587944391,0.923666661,1.700841125
MSTRG.383.1,-0.066507002,2382.704027,2785.767851,2637.827017,2524.256313,2377.002606,2553.345004,0.078357193,0.078357193,0.038046137,0.078357193,0.038046137,12.76207028,26.28387723
MSTRG.3830.1,-0.482502275,73.76022902,72.60574646,47.28762384,39.09879442,35.72262243,63.7832699,0.331579617,0.231782442,0.331579617,0.331579617,0.231782442,3.015866926,4.314390649
MSTRG.3835.1,0.13702013,50.55476371,43.94558338,49.34360748,52.44960227,62.75595833,42.96978183,0.18768978,0.073385444,0.18768978,0.18768978,0.073385444,5.327940592,13.62668061
MSTRG.3841.1,0.075859474,131.7738923,103.1765871,98.68721496,121.1108998,111.0297724,119.5097057,0.161380648,0.161380648,0.046218618,0.161380648,0.046218618,6.196529842,21.63630238
MSTRG.3843.1,-0.565260494,66.30132946,45.85626092,90.46328038,48.63508574,38.61905128,49.68381024,0.330607166,0.330607166,0.133813533,0.330607166,0.133813533,3.024737827,7.473085724
MSTRG.3845.1,0.137928905,33.97943135,32.48151815,55.51155842,32.42339049,76.27262628,25.51330796,0.615355436,0.316934709,0.615355436,0.615355436,0.316934709,1.625077054,3.155223997
MSTRG.3848.1,-0.179823512,87.02049491,64.00769753,116.1630759,46.72782747,74.34167372,114.8098858,0.4355109,0.293471297,0.4355109,0.4355109,0.293471297,2.296153783,3.407488267
MSTRG.385.1,-0.308005585,145.8629248,210.1745292,240.5500865,146.8588863,147.7178711,187.3213926,0.243115298,0.243115298,0.143912535,0.243115298,0.143912535,4.113274681,6.948665031
MSTRG.3850.1,-0.237897762,193.102622,181.5143661,228.2141846,168.7923564,187.3023987,155.0940563,0.121015407,0.121015407,0.09486102,0.121015407,0.09486102,8.263410633,10.54173775
MSTRG.3852.1,-0.155588672,568.5339001,471.937352,555.1155842,429.1331094,492.3929038,510.937562,0.098387106,0.098387106,0.089825746,0.098387106,0.089825746,10.16393348,11.13266572
MSTRG.3855.1,0.007682652,247.8012188,110.8192972,144.946847,252.71172,138.0631083,115.4812887,0.436040036,0.424808505,0.436040036,0.436040036,0.424808505,2.293367392,2.354001835
MSTRG.3861.1,0.105854256,1538.190843,1511.345933,1649.926875,1591.607021,1630.68944,1834.943965,0.077519267,0.046917908,0.077519267,0.077519267,0.046917908,12.90001872,21.31382312
MSTRG.3862.1,0.218824443,58.01366327,76.42710153,62.70750117,80.1048471,86.89286538,62.44046422,0.165049855,0.145600579,0.165049855,0.165049855,0.145600579,6.058775385,6.868104535
MSTRG.3866.1,-0.60425195,45.582164,72.60574646,69.90344393,38.14516528,62.75595833,22.82769659,0.488412721,0.237386384,0.488412721,0.488412721,0.237386384,2.047448718,4.212541521
MSTRG.3868.1,-0.16417342,112.7122601,183.4250437,141.8628715,138.2762242,112.960725,139.6517909,0.243407222,0.243407222,0.115342912,0.243407222,0.115342912,4.108341533,8.669800217
MSTRG.3871.1,0.013667971,72.10269578,112.7299748,76.07139487,77.2439597,112.960725,73.18290967,0.257549589,0.257549589,0.249303284,0.257549589,0.249303284,3.882747409,4.011178617
MSTRG.3874.1,-0.306286529,399.46551,256.0307901,341.2932851,235.5463956,275.1607404,295.4172501,0.217124483,0.217124483,0.113329419,0.217124483,0.113329419,4.605652881,8.823834183
MSTRG.3878.1,-0.022407498,85716.84502,88845.55019,78721.55779,87961.79752,82041.34706,79377.27228,0.061396668,0.061396668,0.05285893,0.061396668,0.05285893,16.28752887,18.91827911
MSTRG.3879.1,0.024113802,431.7874081,375.4481363,331.0133669,422.4577055,363.019082,371.9571739,0.133109924,0.133109924,0.08307121,0.133109924,0.08307121,7.512587894,12.03786489
MSTRG.3883.1,-0.542706854,141.7190917,171.9609785,160.3667243,117.2963832,101.3750096,106.7530517,0.096556398,0.096556398,0.074663678,0.096556398,0.074663678,10.35664147,13.39339316
MSTRG.3886.1,-0.163634298,28.17806502,28.66016308,85.32332127,54.35686053,22.20595449,50.35521308,0.693321305,0.693321305,0.41416742,0.693321305,0.41416742,1.442332715,2.41448253
MSTRG.389.1,-0.140205149,1354.204654,1119.657037,1180.134612,1104.302535,1182.708445,1028.589152,0.099977102,0.099977102,0.069728161,0.099977102,0.069728161,10.00229031,14.34140796
MSTRG.3891.1,0.089609127,7547.577592,7077.149602,7790.122031,7519.365707,7972.903137,8358.965371,0.052859086,0.048517636,0.052859086,0.052859086,0.048517636,18.9182234,20.61106174
MSTRG.3897.1,0.216139573,547.8147346,610.4614735,648.66284,716.1754782,746.313166,636.4898933,0.084533207,0.084533207,0.081102169,0.084533207,0.081102169,11.82967074,12.33012645
MSTRG.3908.1,-0.151184046,381.2326444,340.1006018,397.8328353,326.1411632,353.3643192,328.3159893,0.079672109,0.079672109,0.045033599,0.079672109,0.045033599,12.55144375,22.20564251
MSTRG.3911.1,-0.21592255,542.8421349,502.5081926,662.0267337,528.3105392,503.9786192,437.7546523,0.145738838,0.145738838,0.095640208,0.145738838,0.095640208,6.861588948,10.45585347
MSTRG.3915.1,0.209197162,91.99309462,79.29311784,84.29532945,127.7863037,105.2369147,62.44046422,0.337011875,0.075093311,0.337011875,0.337011875,0.075093311,2.967254488,13.31676538
MSTRG.3917.1,0.124623952,328.1915808,384.0461852,416.3366881,381.4516528,483.7036173,365.2431455,0.156601817,0.118541809,0.156601817,0.156601817,0.118541809,6.385621945,8.435842227
MSTRG.3918.1,-0.058124505,924.0747793,953.4280916,893.3248938,924.066629,869.8941301,867.4524706,0.036076299,0.032540063,0.036076299,0.036076299,0.032540063,27.71902985,30.73134831
MSTRG.392.1,-0.023354482,1695.656501,1591.594389,1772.257902,1790.91551,1786.131122,1401.217729,0.134760088,0.053767427,0.134760088,0.134760088,0.053767427,7.420594762,18.59862105
MSTRG.3926.1,0.100308439,104.4245939,102.2212483,143.9188552,132.5544494,104.2714385,138.9803881,0.200795608,0.200795608,0.147410106,0.200795608,0.147410106,4.980188622,6.783795389
MSTRG.3928.1,0.194686943,109.3971936,64.9630363,63.735493,110.6209793,68.54881602,93.3249949,0.327796839,0.327796839,0.232811269,0.327796839,0.232811269,3.050670057,4.295324732
MSTRG.3930.1,-0.590993127,42.26709753,47.76693846,46.25963201,20.97984091,38.61905128,30.88453069,0.293152936,0.062555304,0.293152936,0.293152936,0.062555304,3.411188759,15.98585466
MSTRG.3933.1,-0.322106392,84.53419506,74.516424,82.2393458,48.63508574,61.79048205,82.58254945,0.266045171,0.065252565,0.266045171,0.266045171,0.065252565,3.758760206,15.32506798
MSTRG.3939.1,-0.054276162,173.2122232,99.35523199,150.0868061,114.4354959,142.8904897,149.7228335,0.26815246,0.26815246,0.13793371,0.26815246,0.13793371,3.7292218,7.249859351
MSTRG.3944.1,-0.197289094,120.9999263,129.9260726,88.40729674,86.78025102,115.8571538,93.3249949,0.193214356,0.193214356,0.154614958,0.193214356,0.154614958,5.17559886,6.467679517
MSTRG.3949.1,-0.150892461,271.0066842,206.3531741,219.99025,221.2419586,202.7500192,204.1064637,0.146612619,0.146612619,0.049229987,0.146612619,0.049229987,6.82069531,20.31282291
MSTRG.3956.1,-0.095291915,92.82186124,134.7027665,79.15537033,95.36291321,84.96191282,106.7530517,0.283128916,0.283128916,0.113899167,0.283128916,0.113899167,3.531959978,8.779695483
MSTRG.396.1,-0.219589861,920.7597128,855.0281984,1176.022645,837.286378,814.861982,882.8947359,0.17233496,0.17233496,0.041027119,0.17233496,0.041027119,5.802653157,24.37412183
MSTRG.3960.1,-0.253072786,35.63696458,52.5436323,48.31561566,44.82056921,41.51548013,28.19891932,0.230470911,0.193374437,0.230470911,0.230470911,0.193374437,4.338942371,5.171314349
MSTRG.3962.1,-0.01528895,150.0067579,145.2114929,188.1225035,141.1371116,185.3714461,151.7370421,0.145940352,0.145940352,0.144874028,0.145940352,0.144874028,6.852114499,6.902548459
MSTRG.3968.1,0.285990434,125.1437593,94.57853815,99.71520679,110.6209793,150.6143,128.2379426,0.154391646,0.153708774,0.154391646,0.154391646,0.153708774,6.477034372,6.50580949
MSTRG.3979.1,-0.358871961,150.8355245,146.1668317,120.2750432,114.4354959,121.6500115,89.29657786,0.156592264,0.118358009,0.156592264,0.156592264,0.118358009,6.386011499,8.448942363
MSTRG.3982.1,0.141472016,154.9793576,168.1396234,178.8705771,209.7984091,198.8881141,145.0230137,0.187897924,0.071512505,0.187897924,0.187897924,0.071512505,5.322038578,13.9835684
MSTRG.3988.1,-0.477540965,58.84242989,44.90092215,48.31561566,37.19153615,27.0333359,44.98399035,0.247267621,0.143368358,0.247267621,0.247267621,0.143368358,4.044201167,6.975039776
MSTRG.3989.1,-0.009163733,3750.168947,4167.187711,3511.620066,3724.87539,3949.76347,3681.97318,0.087096502,0.087096502,0.037995291,0.087096502,0.037995291,11.48151734,26.31905111
MSTRG.4.1,0.10031894,65.47256284,44.90092215,65.79147664,42.91331094,95.58215192,50.35521308,0.452802035,0.203845875,0.452802035,0.452802035,0.203845875,2.208470641,4.905667095
MSTRG.4001.1,-0.045343349,464.9380728,477.6693846,538.667715,520.6815061,413.2238487,501.5379222,0.119794247,0.079816597,0.119794247,0.119794247,0.079816597,8.347646304,12.52872256
MSTRG.4008.1,-0.113418781,218.7943872,160.4969132,205.5983645,169.7459855,164.1309679,206.792075,0.156794917,0.156794917,0.128619162,0.156794917,0.128619162,6.377757766,7.774891288
MSTRG.4013.1,0.04614548,2655.368245,2623.36026,3162.102846,2772.199887,3074.076482,2868.90434,0.107416184,0.107416184,0.053063235,0.107416184,0.053063235,9.309584082,18.84543984
MSTRG.4015.1,0.268138504,6429.571424,5945.073161,7508.452272,7762.541135,7764.36026,8417.377418,0.120750747,0.120750747,0.047303057,0.120750747,0.047303057,8.281522263,21.14028264
MSTRG.4016.1,0.089578077,134.2601921,114.6406523,124.3870105,134.4617076,150.6143,112.1242745,0.145979155,0.078838661,0.145979155,0.145979155,0.078838661,6.850293109,12.68413222
MSTRG.402.1,-0.371044308,15.74656575,2.866016308,10.27991823,5.721774793,3.861905128,12.75665398,0.671256547,0.671256547,0.630013945,0.671256547,0.630013945,1.489743384,1.587266454
MSTRG.4020.1,-0.052147599,319.075148,303.7977286,307.3695549,319.4657593,272.2643115,305.4882927,0.081070199,0.025772111,0.081070199,0.081070199,0.025772111,12.33498891,38.80163338
MSTRG.4023.1,0.0957416,509.6914702,523.5256455,483.1561566,574.0847375,468.2559968,578.0778461,0.115312744,0.040587065,0.115312744,0.115312744,0.040587065,8.672068334,24.63839145
MSTRG.4025.1,-0.274523513,190.6163222,181.5143661,236.4381192,193.5867138,163.1654917,146.3658193,0.145110916,0.145110916,0.142723879,0.145110916,0.142723879,6.891280343,7.006536031
MSTRG.4031.1,0.65903267,34.80819796,50.63295477,39.06368926,64.84678098,82.06548397,49.68381024,0.247233452,0.197322951,0.247233452,0.247233452,0.197322951,4.044760085,5.067834199
MSTRG.4036.1,-0.246373863,123.4862261,58.27566492,94.57524767,66.75403925,84.96191282,81.23974376,0.354729401,0.354729401,0.123880688,0.354729401,0.123880688,2.819050234,8.072283202
MSTRG.4044.1,-0.170164664,43.92463076,65.91837507,79.15537033,50.542344,48.2738141,69.15449263,0.282475804,0.282475804,0.204622948,0.282475804,0.204622948,3.540126221,4.887037406
MSTRG.4047.1,0.212442448,280.123117,296.1550184,303.2575876,356.6572954,340.8131276,321.6019609,0.051678162,0.04042234,0.051678162,0.051678162,0.04042234,19.35053325,24.73879552
MSTRG.4049.1,2.611840519,692.8488928,428.9471074,290.9216858,4183.571003,4047.276574,404.8559131,0.744599783,0.433679782,0.744599783,0.744599783,0.433679782,1.343003347,2.305848787
MSTRG.4050.1,-0.011029395,1175.191065,992.5969812,1246.954081,1114.792455,1170.157254,1103.786271,0.115213256,0.115213256,0.031489939,0.115213256,0.031489939,8.679556818,31.75617446
MSTRG.4054.1,-0.111461747,46.41093062,112.7299748,89.43528856,57.21774793,93.65119936,79.22553524,0.406053674,0.406053674,0.239220166,0.406053674,0.239220166,2.46272861,4.180249585
MSTRG.4057.1,0.280039009,92.82186124,106.9979421,122.3310269,91.54839668,128.4083455,171.2077245,0.305752854,0.137435896,0.305752854,0.305752854,0.137435896,3.270615424,7.276119467
MSTRG.4061.1,0.037074137,71.27392917,121.3280237,131.5829533,92.50202581,153.5107288,86.61096649,0.334082851,0.298617195,0.334082851,0.334082851,0.298617195,2.993269477,3.34876898
MSTRG.407.1,-0.136959369,146.6916914,156.6755581,212.7943073,165.931469,147.7178711,155.7654591,0.207107612,0.207107612,0.058332047,0.207107612,0.058332047,4.828407748,17.1432353
MSTRG.4071.1,0.088790483,278.4655837,341.0559406,389.6089007,316.6048719,352.3988429,404.1845103,0.165645207,0.165645207,0.123088795,0.165645207,0.123088795,6.036999293,8.124216328
MSTRG.4076.1,0.019688175,45.582164,88.84650553,44.20364837,86.78025102,47.30833782,46.99819887,0.426339111,0.426339111,0.379031098,0.426339111,0.379031098,2.3455507,2.63830595
MSTRG.4079.1,-0.085354953,59013.15582,58573.73062,53298.29202,50487.98714,56481.32797,54098.95532,0.056204464,0.055830923,0.056204464,0.056204464,0.055830923,17.79218109,17.91122094
MSTRG.408.1,-0.041106615,67154.13031,69670.94576,59766.41657,63087.33523,62514.58926,65467.14822,0.078559076,0.078559076,0.024583802,0.078559076,0.024583802,12.7292739,40.6771901
MSTRG.4080.1,0.039016056,840.3693509,839.7427781,1001.264035,918.3448542,959.6834243,876.8521104,0.104133833,0.104133833,0.045100703,0.104133833,0.045100703,9.603026918,22.17260332
MSTRG.4085.1,-0.145636865,120.1711596,60.18634246,61.67950935,64.84678098,88.82381795,65.12607558,0.424018099,0.424018099,0.188712628,0.424018099,0.188712628,2.358389894,5.299062443
MSTRG.409.1,-0.169265478,3.315066473,3.821355077,30.83975468,18.11895351,2.896428846,12.75665398,1.243985278,1.243985278,0.685882953,1.243985278,0.685882953,0.803868034,1.457974712
MSTRG.4094.1,0.409876337,62.15749637,59.23100369,57.56754206,65.80041012,99.44405705,72.51150683,0.224674222,0.038955254,0.224674222,0.224674222,0.038955254,4.450888906,25.67047854
MSTRG.4103.1,-0.038611387,64.64379622,54.45430984,69.90344393,87.73388015,40.55000384,55.7264358,0.39270178,0.124674633,0.39270178,0.39270178,0.124674633,2.546461594,8.020877822
MSTRG.4107.1,0.029758513,110.2259602,111.774636,92.51926403,67.70766838,111.0297724,142.3374023,0.350158567,0.102042114,0.350158567,0.350158567,0.102042114,2.855849021,9.799875398
MSTRG.4111.1,-0.860964117,53.86983018,40.12422831,30.83975468,21.93347004,27.99881218,18.79927955,0.278454058,0.278454058,0.204139652,0.278454058,0.204139652,3.591256695,4.898607362
MSTRG.4113.1,-0.546616145,91.164328,66.87371384,97.65922314,71.52218491,35.72262243,67.81168694,0.337354708,0.190389637,0.337354708,0.337354708,0.190389637,2.964239049,5.252386724
MSTRG.4118.1,-0.023118079,318.2463814,235.0133372,270.3618493,300.3931766,228.8178788,281.3177904,0.15215811,0.15215811,0.13719028,0.15215811,0.13719028,6.572111092,7.289146138
MSTRG.4123.1,-0.198465241,471.5682058,339.1452631,303.2575876,234.5927665,404.5345622,331.6730035,0.263467255,0.238738697,0.263467255,0.263467255,0.238738697,3.795538081,4.188679981
MSTRG.4126.1,-0.036201833,1106.403435,1101.505601,981.7321905,1047.084787,966.4417583,1097.072242,0.066409577,0.066409577,0.063568488,0.066409577,0.063568488,15.05806909,15.73106465
MSTRG.4131.1,0.082093676,478.1983387,499.6421763,647.6348482,578.8528832,589.9060083,551.8931353,0.170274599,0.170274599,0.034091587,0.170274599,0.034091587,5.872866555,29.33275046
MSTRG.4156.1,0.283124296,179.0135895,165.2736071,219.99025,176.4213894,312.8143154,197.3924353,0.320894304,0.151338981,0.320894304,0.320894304,0.151338981,3.116290906,6.607682939
MSTRG.416.1,0.040823018,31921.60383,31075.25948,29987.54946,32400.50339,31227.36487,32025.24411,0.031280536,0.031280536,0.018790468,0.031280536,0.018790468,31.96876155,53.2184725
MSTRG.4161.1,0.129712206,88.67802815,113.6853135,121.3030351,98.22380061,130.3392981,125.5523313,0.158194747,0.158194747,0.146783753,0.158194747,0.146783753,6.321322427,6.812743079
MSTRG.4163.1,-0.084405835,121279.2206,114469.6467,104398.7375,108276.9589,108448.0889,104092.9537,0.074902075,0.074902075,0.023064685,0.074902075,0.023064685,13.35076497,43.35632503
MSTRG.4166.1,0.072909545,14.91779913,17.19609785,9.251926403,18.11895351,10.6202391,14.7708625,0.296671943,0.296671943,0.259009634,0.296671943,0.259009634,3.370726563,3.86086025
MSTRG.4168.1,0.090171879,14.08903251,17.19609785,25.69979556,12.39717872,17.37857308,30.88453069,0.473075313,0.316440302,0.473075313,0.473075313,0.316440302,2.11382833,3.16015373
MSTRG.417.1,-0.191877469,136.746492,85.02515046,132.6109451,81.05847623,95.58215192,133.6091654,0.262406624,0.243313122,0.262406624,0.262406624,0.243313122,3.810879409,4.109930412
MSTRG.4171.1,-0.109357604,320.7326812,246.4774024,265.2218902,293.7177727,220.1285923,257.818691,0.143060343,0.139164064,0.143060343,0.143060343,0.139164064,6.99005734,7.185763106
MSTRG.4172.1,-0.518171032,78.73282873,146.1668317,129.5269696,103.9455754,65.65238718,77.88272956,0.297344932,0.297344932,0.23709184,0.297344932,0.23709184,3.363097513,4.217774855
MSTRG.4174.1,-0.0554615,542.8421349,366.8500874,472.8762384,436.7621425,443.1536134,450.5113063,0.192271718,0.192271718,0.015514352,0.192271718,0.015514352,5.200972916,64.45644568
MSTRG.4178.1,-0.231289229,120.9999263,114.6406523,126.4429942,98.22380061,99.44405705,110.7814688,0.067351544,0.048942527,0.067351544,0.067351544,0.048942527,14.84746962,20.43212852
MSTRG.4179.1,-0.198573716,598.3694983,515.8829354,521.191854,498.7480361,447.0155186,479.3816285,0.084687924,0.084687924,0.055019789,0.084687924,0.055019789,11.80805897,18.17527875
MSTRG.4180.1,-0.073819889,208.8491878,166.2289458,241.5780783,162.1169525,238.4726417,185.3071841,0.200442411,0.183810444,0.200442411,0.200442411,0.183810444,4.988964145,5.440387266
MSTRG.4181.1,-0.410203958,360.5134789,356.3413609,441.0084919,304.2076931,301.2286,265.875525,0.123651427,0.123651427,0.073417532,0.123651427,0.073417532,8.087249953,13.62072481
MSTRG.4189.1,-0.030860699,1664.163369,1668.021491,1793.84573,1682.201789,1639.378727,1695.963576,0.043181731,0.043181731,0.0176441,0.043181731,0.0176441,23.15794172,56.67616889
MSTRG.4190.1,-0.654909781,165.7533236,128.9707338,114.1070923,110.6209793,70.47976859,78.5541324,0.245310593,0.195095409,0.245310593,0.245310593,0.195095409,4.076464807,5.125697244
MSTRG.4194.1,0.160844212,50.55476371,73.56108523,76.07139487,98.22380061,61.79048205,63.7832699,0.274584319,0.210755077,0.274584319,0.274584319,0.210755077,3.641868568,4.744844187
MSTRG.4198.1,-0.122706661,7118.276484,6774.307212,7065.387796,6214.801054,6406.900607,6627.417444,0.032178806,0.026513145,0.032178806,0.032178806,0.026513145,31.07635485,37.71713971
